"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDL04","OUT045",1306.00359133897
"FDV23","OUT013",2099.57103776991
"FDF24","OUT046",1653.8054711643
"FDH56","OUT027",2195.82722212534
"FDB51","OUT049",750.550778120626
"FDI58","OUT027",2785.77385343167
"FDR20","OUT013",505.162983862202
"FDC51","OUT018",1760.05751894664
"FDB16","OUT027",2354.18489285937
"FDE40","OUT049",646.924791930972
"NCM17","OUT035",737.148771688999
"FDU56","OUT035",3330.99544966753
"FDS32","OUT019",419.017402593601
"FDX02","OUT049",3872.48109575223
"FDT39","OUT027",3838.84354936084
"FDE35","OUT017",1534.96418760781
"NCI42","OUT019",1142.70335164026
"DRL23","OUT046",1000.79738017579
"FDA10","OUT046",2040.77819938213
"FDA11","OUT013",1255.45209077924
"NCM06","OUT046",2166.18612274081
"NCT05","OUT035",4161.67197657032
"NCQ02","OUT010",371.463012877976
"NCY06","OUT049",1796.81766225018
"FDY56","OUT035",3985.838816502
"FDL02","OUT035",2163.73525404804
"NCI06","OUT035",3102.43027797085
"FDQ14","OUT045",2901.44851657248
"FDQ12","OUT017",4334.49122018134
"FDP36","OUT046",1095.75037309964
"FDK21","OUT027",6417.0398870641
"FDO40","OUT045",1831.47153930756
"NCK54","OUT019",654.391742028206
"FDY09","OUT018",1943.8897197485
"NCW30","OUT049",4129.28064253404
"NCC55","OUT027",1095.45862227927
"FDE58","OUT018",1759.25212311669
"FDR39","OUT013",3769.07709832922
"FDU28","OUT049",2922.91293928413
"FDH08","OUT017",4287.90236247058
"FDG35","OUT045",2625.85765620386
"FDG22","OUT049",752.185940354002
"FDC34","OUT035",2789.92512530556
"FDP15","OUT018",3712.70925804868
"FDK34","OUT010",400.924674232525
"FDU45","OUT035",2242.46013490771
"FDQ04","OUT027",1533.33787871071
"FDX22","OUT018",3329.68007518014
"FDB45","OUT017",1720.56890480429
"NCH43","OUT027",4588.04058366281
"DRE60","OUT046",3244.14911745203
"FDD17","OUT027",6022.31913149553
"NCM54","OUT017",1953.96611688668
"NCH55","OUT013",1364.61182907339
"NCT06","OUT017",2411.95016047565
"FDA48","OUT027",3899.09579336092
"FDY58","OUT027",6095.0365687373
"FDO25","OUT045",3432.7215040381
"FDN50","OUT045",1566.50432508832
"FDH35","OUT035",3075.76848656635
"FDK09","OUT045",3724.5798283449
"FDO16","OUT013",1598.37817350256
"FDW11","OUT045",1161.26270389708
"FDU47","OUT027",2491.01841913109
"NCQ42","OUT010",162.242744726598
"FDK55","OUT027",2928.31013903988
"FDN08","OUT049",2121.94500559236
"FDT57","OUT045",3361.57027360009
"FDJ12","OUT018",2995.45815909701
"DRL59","OUT017",670.03428084082
"NCN53","OUT046",1385.69332595707
"FDO51","OUT010",61.6647746470712
"FDK56","OUT017",2679.54958974375
"FDY12","OUT035",1737.17112604469
"FDU15","OUT035",904.959856507029
"FDQ19","OUT046",2988.64219166492
"DRF15","OUT045",1974.14838183775
"DRE25","OUT019",303.650482161013
"FDK57","OUT018",2393.13867179883
"FDD33","OUT010",613.494247331
"FDR34","OUT027",6198.04915667535
"FDU04","OUT045",1944.09997280217
"FDE35","OUT019",88.1529733675216
"NCD31","OUT035",3156.94699172958
"FDJ56","OUT035",1578.34877294467
"NCU53","OUT046",2141.62864858456
"FDD39","OUT035",2701.98814696123
"NCU17","OUT019",439.809191336788
"FDJ20","OUT046",1329.2117263222
"NCW41","OUT018",2818.16318568728
"FDL52","OUT035",841.618302669841
"FDS39","OUT035",2801.54245169747
"DRJ47","OUT045",2639.83473546364
"FDP13","OUT010",157.729011354589
"DRK39","OUT010",101.646906408403
"FDF28","OUT010",156.02432048211
"FDB09","OUT045",1775.88129383455
"FDM51","OUT046",1394.81129942044
"DRM49","OUT018",957.933980661239
"DRF23","OUT013",2747.7010208191
"DRH01","OUT035",3197.96598640301
"FDH12","OUT027",2809.1697101017
"FDA28","OUT019",330.503001278534
"FDW37","OUT018",932.691088437528
"FDF02","OUT046",2435.67036790844
"DRL37","OUT046",795.947872629762
"NCF43","OUT046",2057.05912289
"FDH08","OUT010",775.026195089721
"FDR34","OUT019",1239.72095578134
"NCK19","OUT049",3765.80028412734
"NCD55","OUT018",366.212202015721
"FDT27","OUT049",3338.87288570456
"FDQ57","OUT045",1797.26272397998
"FDA47","OUT035",2032.47477070661
"DRG15","OUT027",2025.19400744532
"FDE05","OUT018",1999.63026698708
"FDN46","OUT046",2161.95801669013
"FDX27","OUT027",2530.23428416793
"FDT51","OUT045",1639.21736710515
"FDU33","OUT013",820.071149977975
"FDJ16","OUT027",1222.74153174635
"FDD20","OUT019",699.485094953534
"FDT36","OUT049",892.816053628923
"DRF15","OUT027",2832.40924440671
"FDN52","OUT010",216.759778400859
"FDC22","OUT027",5738.43484472576
"FDX15","OUT045",2871.00815210105
"FDT13","OUT013",4369.87437026553
"FDU04","OUT017",2582.334761689
"FDU31","OUT019",536.071055499198
"FDW59","OUT027",2386.78726550838
"NCO29","OUT046",2199.87613325017
"FDL15","OUT035",2039.47574251663
"FDI41","OUT049",2424.31735879316
"FDQ48","OUT049",2090.53552813674
"DRI39","OUT013",1212.57056842506
"FDI08","OUT013",4362.03726678155
"FDC21","OUT049",1935.45778818613
"FDF58","OUT035",1185.79951930281
"FDS08","OUT010",562.572116545265
"FDE47","OUT045",1518.62841890137
"NCP18","OUT019",491.985739101467
"NCR41","OUT013",1913.28669293596
"FDA27","OUT013",3841.4682743609
"FDA43","OUT035",2906.6514480653
"FDA49","OUT045",1732.7873937387
"NCE55","OUT018",2594.97860601369
"DRM49","OUT027",1345.08237508256
"FDF22","OUT027",4163.08810156773
"FDQ15","OUT018",1454.36013517008
"NCS54","OUT017",3112.24725195741
"NCY05","OUT013",379.187558898128
"FDR45","OUT046",3913.48103376403
"FDK57","OUT049",2096.50653613015
"FDF41","OUT010",523.27997590308
"FDV21","OUT046",2303.82023708068
"FDD51","OUT046",816.08640066585
"FDF33","OUT046",1976.48104789946
"FDA38","OUT046",4283.26396226369
"FDR56","OUT045",3305.6184399355
"NCN41","OUT017",2758.5767008259
"FDC60","OUT027",2243.47837483363
"FDB47","OUT045",2499.55445825168
"DRH01","OUT013",2900.68689096424
"FDW08","OUT046",1731.03277221503
"FDF38","OUT027",1279.44860513642
"FDY32","OUT017",1902.64546266358
"FDG34","OUT049",1553.98313860777
"FDG47","OUT019",538.290530621234
"NCF18","OUT035",2994.026593936
"FDL39","OUT019",331.322291657196
"NCH55","OUT035",2281.34300125372
"DRJ35","OUT049",874.773882632189
"FDS44","OUT035",4096.95113289914
"DRE01","OUT018",4124.08092055833
"FDY39","OUT013",3412.10303532957
"FDY32","OUT018",2517.15003733863
"FDR33","OUT027",2703.57641830557
"NCP50","OUT049",1293.78448998804
"FDZ47","OUT018",1688.26001064021
"FDU57","OUT049",2559.5858846315
"FDY44","OUT013",2585.23965026297
"DRH59","OUT018",1216.00185509886
"FDB03","OUT027",5330.87023149753
"FDY46","OUT045",3510.50828385691
"FDM39","OUT045",2086.29025698319
"FDY36","OUT035",1243.07015455162
"NCM55","OUT035",3883.42361337631
"FDJ50","OUT010",117.630217911602
"DRL60","OUT013",2292.09404222793
"NCJ54","OUT049",3703.58241902758
"FDX59","OUT017",780.114507888856
"FDI07","OUT013",2883.67888009965
"DRF51","OUT010",168.268982895328
"FDM14","OUT017",1702.81685855921
"FDP21","OUT045",2989.2951322417
"FDE40","OUT035",1136.48416897348
"FDE05","OUT035",2092.47155248243
"FDM13","OUT027",3022.9400815323
"FDC34","OUT027",3452.4002058242
"NCI55","OUT018",1934.47438047763
"NCE43","OUT018",1894.56816783347
"FDW58","OUT018",1525.5011529186
"FDG60","OUT045",4555.26732046475
"FDV31","OUT017",2511.33676471231
"FDR47","OUT013",3021.95509361306
"FDM60","OUT019",-128.62445139376
"NCF06","OUT018",2771.15825762616
"NCN26","OUT027",2834.7265539234
"FDQ59","OUT049",1274.70058286802
"FDF09","OUT046",580.513702948313
"NCS06","OUT017",3754.80790213783
"FDT44","OUT046",2166.79546025493
"FDI19","OUT017",3925.3755824095
"FDT22","OUT017",1078.31034220602
"NCF54","OUT027",4170.98654680712
"DRG25","OUT045",3235.56347329611
"FDB59","OUT017",3116.91888550672
"FDQ37","OUT017",3427.62125154113
"FDP56","OUT035",739.512709167036
"FDW44","OUT035",3245.82887518875
"FDJ26","OUT010",600.15890747895
"FDU43","OUT018",2750.82296712106
"FDW33","OUT045",1473.98832777677
"NCX53","OUT027",2991.15404204023
"FDN56","OUT010",521.744512153493
"DRF15","OUT049",2311.40053352345
"FDO33","OUT017",2391.4582606395
"FDZ39","OUT010",301.883936898101
"NCJ19","OUT017",1305.20467538442
"FDU01","OUT035",2498.63218600348
"FDT12","OUT035",3689.92867945578
"NCM18","OUT018",966.151299399377
"FDP19","OUT017",2217.00272560816
"NCR42","OUT049",479.219120074657
"FDN10","OUT046",1880.14790856412
"FDG44","OUT017",968.705287297261
"FDQ10","OUT046",3378.76236187619
"DRH13","OUT049",1601.25599602322
"FDT52","OUT013",4078.31552937503
"FDM56","OUT045",1821.39439797808
"NCO43","OUT010",215.706850411736
"NCV29","OUT035",3627.76015453809
"NCF06","OUT013",3869.14958331189
"FDO50","OUT035",1385.79973634635
"FDT59","OUT013",4437.54796955061
"FDX40","OUT027",1363.13007777952
"FDE50","OUT017",3916.61902930255
"FDX51","OUT017",2953.11602265948
"NCD30","OUT018",1289.67770536528
"FDK15","OUT013",1773.79883688708
"FDL12","OUT045",1007.80981043732
"FDK46","OUT017",4552.05122407119
"DRH49","OUT010",128.354169696919
"FDQ57","OUT046",1932.20398445025
"FDY59","OUT017",1363.5080178607
"FDO09","OUT018",3642.75992507224
"NCG30","OUT035",1744.40706864437
"FDM09","OUT017",2321.59801422025
"NCN17","OUT027",2722.98018129151
"NCS42","OUT013",1483.64935765596
"FDD02","OUT019",198.505282617117
"FDE34","OUT013",3305.83870841783
"FDU38","OUT045",2666.29948598304
"FDB33","OUT046",2230.69933301139
"NCJ29","OUT017",1815.07325838622
"FDZ27","OUT035",542.029019021643
"FDI40","OUT013",1597.52455398743
"FDG22","OUT013",933.332193535418
"FDT51","OUT017",1648.27859382599
"FDF20","OUT018",3100.01185715219
"FDV50","OUT035",1836.29873669388
"FDT02","OUT049",881.417190307493
"DRC49","OUT017",3235.85159765898
"FDF26","OUT049",2089.93552803875
"FDV52","OUT035",2310.34002086755
"FDX59","OUT049",649.263089512029
"FDV25","OUT035",3854.67819641037
"FDW23","OUT027",1186.76779726746
"FDE53","OUT018",1452.53550380486
"FDA19","OUT017",1961.15533125163
"FDH22","OUT046",1952.3358347919
"NCO41","OUT013",2069.34974047767
"FDX12","OUT017",4367.11582575859
"FDF17","OUT013",2201.54922928003
"FDS11","OUT045",4625.51591446911
"FDR51","OUT035",3069.64413573098
"FDT49","OUT010",295.4016891282
"FDC56","OUT013",2200.41274736638
"FDR13","OUT027",3033.85977346365
"FDQ60","OUT035",1594.48471910615
"FDN38","OUT049",4717.9531196164
"NCL29","OUT013",2985.76439973864
"FDO13","OUT027",3626.63390852424
"FDE26","OUT018",2383.57582930538
"FDA31","OUT010",408.099281833292
"FDX14","OUT035",1444.10216458021
"FDA34","OUT045",3021.71815231093
"FDF26","OUT013",2351.38958590478
"FDE38","OUT045",2740.02279471558
"DRI11","OUT046",3015.89543728368
"FDQ60","OUT027",2356.72764127471
"FDL21","OUT027",958.528144286906
"DRC12","OUT027",4756.66547017178
"FDC47","OUT046",2588.37380749277
"FDE57","OUT045",2353.29474998242
"FDT14","OUT045",2058.93849557459
"NCZ53","OUT046",2418.14713692824
"FDE28","OUT018",3763.82531918268
"FDR19","OUT035",2801.98542765456
"NCF54","OUT019",697.535163349836
"FDZ08","OUT046",1425.23716305862
"NCJ05","OUT018",2429.89550460421
"FDF59","OUT046",1849.32712359717
"NCO05","OUT035",1774.44618983966
"FDW24","OUT018",983.110022200779
"NCX42","OUT018",2510.81921681818
"NCA53","OUT035",766.858126957016
"FDI45","OUT019",743.738635303622
"FDG46","OUT046",2216.41228423491
"FDM20","OUT010",410.881422692813
"FDW11","OUT010",183.700849193859
"FDX08","OUT035",3602.83819992579
"NCK17","OUT035",758.535870790697
"FDK32","OUT018",2314.16136027807
"NCA42","OUT035",3242.32406347181
"DRI01","OUT035",3338.42054316386
"NCL55","OUT049",3280.23913883605
"DRE25","OUT018",1261.23583407442
"FDD14","OUT017",3055.88978807046
"FDB10","OUT046",4235.08614822307
"DRN11","OUT035",2067.22478398043
"FDP38","OUT018",353.1175312574
"NCA30","OUT017",2878.77373978668
"FDT15","OUT017",2877.88645627133
"NCP55","OUT018",650.909687941647
"FDF12","OUT035",2334.62219608151
"FDM21","OUT018",3322.18800381345
"FDX56","OUT035",3789.78872021315
"FDF10","OUT017",3055.10717725848
"FDT32","OUT045",2940.10355862556
"FDM51","OUT018",960.735480953767
"NCR50","OUT018",2721.49698795093
"FDI19","OUT049",3740.71231944417
"FDX21","OUT017",1393.00352280942
"FDR31","OUT035",2105.85217789649
"FDY02","OUT013",4624.5933300097
"NCA29","OUT045",3504.41836226569
"NCX17","OUT046",2863.1095286064
"FDM12","OUT045",2812.58195760202
"FDI53","OUT027",2966.3925379742
"NCU30","OUT049",2681.96480050715
"FDC56","OUT027",2609.0897571988
"FDK27","OUT018",1693.78470764771
"NCK18","OUT017",2634.48431294899
"FDB52","OUT019",1278.63203458951
"DRG25","OUT027",4387.48180419276
"FDZ13","OUT049",571.836340055241
"FDB57","OUT019",1324.64078544309
"FDR40","OUT046",1671.70175579903
"NCO14","OUT019",-91.3686655471893
"NCN19","OUT045",1977.55201263059
"FDQ28","OUT019",304.496844623483
"FDO13","OUT018",2555.08091830902
"FDK48","OUT013",1290.9770924535
"FDU07","OUT018",2809.26924206029
"FDW20","OUT046",1931.30631164024
"FDV12","OUT010",466.960683383955
"FDH24","OUT013",2697.16615654144
"FDV59","OUT049",3155.87404715268
"FDK57","OUT045",2290.38160827529
"FDL16","OUT027",1357.43751216026
"NCQ17","OUT046",2866.12062436042
"FDJ15","OUT018",3318.53913420373
"FDX24","OUT049",1120.33079823617
"FDT47","OUT046",1578.01616112426
"FDT10","OUT049",754.207783693795
"FDZ37","OUT018",1103.99877759496
"FDW43","OUT027",7162.28135266958
"DRN36","OUT017",1810.15569178652
"FDJ14","OUT045",1621.66744931334
"FDA32","OUT013",3120.99281123036
"FDJ38","OUT019",938.231441574753
"FDQ57","OUT017",1943.53918654185
"NCQ41","OUT019",624.74025998289
"FDG56","OUT049",1141.14304730408
"DRC13","OUT027",3763.36241516599
"FDV55","OUT035",2813.14653799099
"FDQ49","OUT045",2651.44391950451
"FDE29","OUT010",222.70640565687
"FDR03","OUT013",3206.41764151879
"FDD45","OUT049",1875.01805623256
"FDN38","OUT010",888.764749338843
"FDT56","OUT046",1208.63255674748
"FDT48","OUT045",2240.03184940566
"FDU03","OUT049",3886.32090844709
"FDC56","OUT010",218.657872365516
"NCO43","OUT027",2886.46110935068
"FDQ27","OUT017",1779.17153182146
"FDR03","OUT046",2882.99282980506
"DRH23","OUT010",182.519625648091
"FDG22","OUT045",845.611315917031
"NCJ42","OUT013",971.608402714307
"FDR24","OUT046",1771.18790858529
"FDW60","OUT035",2142.94119867019
"FDJ08","OUT013",3683.34595852318
"DRL59","OUT018",491.773857023915
"FDG60","OUT010",657.118477589907
"FDW27","OUT017",1618.33942100257
"FDX14","OUT018",1049.65209242403
"FDC20","OUT013",640.329322090051
"NCS29","OUT018",4174.12978312896
"FDJ56","OUT046",1323.73373307663
"FDB20","OUT019",186.890437271551
"FDL28","OUT027",5532.76699561815
"FDW01","OUT018",1774.23605254498
"FDL03","OUT046",2267.67522451992
"FDX22","OUT049",4195.71652495188
"FDJ21","OUT035",2459.07693758981
"FDR31","OUT045",2481.59296267123
"FDG21","OUT035",2932.53551175224
"FDS22","OUT027",1686.89352983415
"FDK08","OUT035",1899.63472052851
"FDE17","OUT018",2080.79865325744
"NCN30","OUT017",1496.88725130333
"FDT50","OUT046",1053.68896008292
"NCX42","OUT049",2768.20131210334
"FDJ12","OUT035",4179.87454138243
"NCA18","OUT027",2596.13793761935
"FDP23","OUT019",768.755924883693
"FDX12","OUT013",4004.36070014425
"FDN40","OUT018",2169.49819031954
"FDV48","OUT035",1698.92456466321
"NCY54","OUT013",3014.39250828361
"FDL16","OUT010",128.180274213576
"FDR45","OUT018",3870.53324264859
"FDJ52","OUT046",2197.60220751133
"DRG01","OUT017",1553.34500734612
"FDP52","OUT013",3706.9394038636
"FDU58","OUT017",3390.79898489093
"FDL02","OUT045",1672.34339217925
"FDG28","OUT013",4266.72007554641
"FDA19","OUT035",2242.54523521558
"FDW46","OUT027",2009.54717655313
"NCD43","OUT049",2282.25796219865
"DRG39","OUT013",515.319686162657
"NCF55","OUT049",891.219825447432
"FDJ07","OUT046",1633.14892519577
"FDE08","OUT046",2377.9346532253
"FDP56","OUT019",-47.9851592645791
"FDT45","OUT045",676.093502805925
"FDF17","OUT018",2039.54827029905
"FDX44","OUT046",1531.04880444865
"FDM28","OUT027",3841.12417350667
"FDI36","OUT049",2543.3100354259
"FDS07","OUT045",1749.50659172235
"FDD36","OUT045",1891.67697990994
"FDW11","OUT046",1134.91885516238
"FDN40","OUT049",2342.98573240275
"NCQ18","OUT049",1618.56462317209
"NCQ54","OUT017",2886.0627479228
"NCS42","OUT045",1619.01771887901
"DRH39","OUT010",317.606572981867
"FDC09","OUT027",2293.4260739892
"FDT08","OUT010",491.043501329345
"FDC08","OUT035",3823.97090645632
"FDT20","OUT017",521.463735272064
"FDS35","OUT035",997.060696774041
"FDX58","OUT018",3821.45589801622
"FDW58","OUT046",1808.77671787177
"DRD27","OUT046",1526.50574896489
"FDH32","OUT019",259.935322386826
"FDS26","OUT035",4110.24675247771
"FDQ31","OUT046",2041.68405173666
"FDP11","OUT018",3252.5952119371
"FDD58","OUT017",2676.12923937963
"FDM33","OUT045",4021.6643134925
"FDZ16","OUT049",3501.80447624929
"NCS29","OUT010",588.693270859132
"NCM18","OUT019",162.460597309291
"FDP11","OUT049",3880.44695888349
"NCC42","OUT017",2416.49214672342
"DRM23","OUT046",2770.2443485052
"NCN55","OUT027",4890.9149072816
"FDK46","OUT013",4035.50423413981
"FDR01","OUT046",3180.98119475329
"NCA05","OUT045",3108.39391678202
"NCP43","OUT017",2658.28374027852
"FDR12","OUT010",322.960430372974
"FDQ01","OUT013",4102.65009144884
"FDM13","OUT046",2469.39466162474
"FDQ19","OUT017",3443.48611185277
"FDK56","OUT019",502.660976268904
"NCX06","OUT010",689.313554771592
"FDO56","OUT027",2612.58691926446
"FDU45","OUT045",2240.42799025002
"FDI16","OUT019",118.479198349953
"FDL32","OUT046",1981.52698574776
"FDA07","OUT046",2514.31485450563
"FDA14","OUT045",2119.38886187954
"FDV46","OUT027",3990.53093777413
"NCO07","OUT035",3509.31769974129
"NCP41","OUT046",1973.0574742945
"FDY60","OUT018",1476.93639892302
"FDN38","OUT017",4229.91233134166
"FDO15","OUT046",1161.6221011722
"FDT60","OUT013",1894.52686609001
"FDA55","OUT035",4012.46352336378
"FDE02","OUT010",159.106600231413
"DRJ39","OUT049",4774.71407218942
"FDV34","OUT035",1212.09492066108
"FDS20","OUT027",5676.36715142901
"FDF02","OUT027",3014.40678174315
"FDW40","OUT017",2273.67302186829
"NCB43","OUT046",3025.56097209755
"FDR58","OUT017",1419.35018926807
"DRJ59","OUT035",955.537593312411
"NCD30","OUT017",2061.18971447729
"FDE14","OUT017",1955.11617183252
"FDC28","OUT018",1045.30412345009
"FDU16","OUT018",1117.35868747101
"NCD19","OUT035",1044.3051363296
"FDU21","OUT046",669.612472140769
"FDV59","OUT027",3898.98648257348
"FDU03","OUT045",2879.8301996897
"FDC33","OUT010",505.702962510118
"NCR42","OUT035",549.843505200603
"DRH59","OUT035",1037.1446744401
"NCM31","OUT035",2080.23566932229
"FDS50","OUT035",4642.57351711452
"FDP39","OUT046",1552.2489898007
"FDQ55","OUT013",1560.0527999053
"FDV36","OUT019",1034.63971351314
"FDI05","OUT027",2770.8010626317
"FDS45","OUT027",2874.94318855034
"FDA39","OUT045",826.314746121006
"FDC37","OUT010",72.0770586088456
"FDJ60","OUT027",4358.68416325457
"DRQ35","OUT046",1605.61881526721
"NCJ06","OUT046",2248.44556633196
"NCY42","OUT018",2239.91163462356
"DRM37","OUT049",3277.59347007797
"FDR14","OUT045",1097.8906858505
"FDE51","OUT049",902.99868075015
"FDT33","OUT017",2997.58642732356
"FDR08","OUT013",2144.67899129075
"FDE36","OUT010",420.24898715977
"FDL22","OUT019",179.450247416893
"FDR44","OUT013",2499.40203186721
"FDI56","OUT019",371.620893064524
"FDE47","OUT010",155.706209836783
"FDV27","OUT010",245.711014070706
"FDV10","OUT049",690.95640936584
"FDC40","OUT045",1696.3792064568
"NCX41","OUT013",3334.36087147943
"NCQ38","OUT027",2338.75825738823
"FDV12","OUT027",3237.277240317
"FDE52","OUT017",1665.15338119018
"FDG20","OUT027",4020.20289483824
"FDV16","OUT027",1602.41686135297
"FDI32","OUT017",2133.16781153129
"FDJ32","OUT049",1017.84225621976
"FDN39","OUT018",2105.1157046575
"FDY34","OUT017",2222.35335305738
"FDC14","OUT035",1144.02454993502
"FDA55","OUT017",3886.68198326703
"FDZ50","OUT010",820.670059198091
"DRG13","OUT049",2167.77097812016
"FDP01","OUT013",1772.92566077259
"NCG54","OUT017",3050.29742743494
"FDM13","OUT045",1809.83084065107
"NCO18","OUT027",3566.12106779653
"NCW41","OUT013",2199.37761756808
"FDM52","OUT027",3383.07938542291
"NCF55","OUT035",1138.30702595161
"FDT09","OUT046",1849.44495545135
"NCM19","OUT035",2366.6383860904
"FDW12","OUT018",1966.96743039674
"FDP15","OUT019",408.316041533586
"FDK36","OUT045",542.185681722632
"FDZ25","OUT035",3517.40491961925
"NCW06","OUT049",3243.91673112057
"FDW60","OUT046",2335.52241626054
"DRC49","OUT013",2232.1074492648
"NCT17","OUT035",2651.65236118884
"NCN06","OUT018",2407.3651296133
"FDC45","OUT013",3547.78892249883
"DRJ47","OUT019",952.981358681098
"NCF06","OUT045",4148.42374436201
"FDE21","OUT010",360.631654121987
"DRG27","OUT013",1036.36009202293
"FDW40","OUT049",2360.26635743317
"NCO53","OUT046",2988.26571494707
"FDE23","OUT049",673.279223815601
"FDQ16","OUT046",1771.15320438683
"FDS26","OUT045",3683.22206680418
"FDZ13","OUT010",149.0737193686
"FDS14","OUT049",2403.01177536623
"FDC10","OUT045",1119.76508617438
"FDY16","OUT049",3885.77128941727
"FDJ20","OUT035",1994.37425700028
"FDV43","OUT035",808.820307216391
"FDZ32","OUT027",2484.54908738006
"FDR23","OUT046",2646.32665314397
"FDN24","OUT035",764.768503533686
"FDE34","OUT027",5113.97419774467
"FDU31","OUT013",2986.33477640398
"FDW33","OUT018",1583.42326900096
"FDU26","OUT046",1699.2173358488
"FDE20","OUT027",3328.18354235785
"NCW05","OUT035",1815.6198194265
"FDB22","OUT018",2178.6998291524
"FDO56","OUT046",1965.71272372703
"FDA19","OUT027",2857.73821552808
"DRI39","OUT045",882.258608488304
"FDH52","OUT018",1267.62302524424
"FDZ50","OUT035",4052.75060841213
"NCN42","OUT035",2606.60196456493
"FDB53","OUT013",2873.82606234429
"DRG11","OUT017",1523.25209609995
"DRK11","OUT027",4003.86332503476
"FDQ60","OUT017",1367.65262343592
"FDT36","OUT017",534.826302825158
"DRG25","OUT018",3167.74788952225
"DRJ23","OUT046",2705.3983931894
"FDG05","OUT035",2851.6957800782
"NCK06","OUT018",2136.94039728176
"FDU52","OUT017",2500.20607145374
"FDW07","OUT018",1839.05112506056
"NCM17","OUT045",536.186950701751
"FDA22","OUT045",2973.05382025653
"NCA41","OUT018",2053.54211116616
"FDF38","OUT035",1285.85623570618
"FDH52","OUT046",1484.90280859429
"FDY58","OUT019",1010.906663695
"FDZ16","OUT045",4018.37728650934
"NCM18","OUT017",1132.69599115074
"FDA22","OUT018",2641.95654484616
"NCJ43","OUT035",2850.12193808892
"FDI34","OUT027",6561.02393705711
"FDG56","OUT046",1047.01892892239
"FDS34","OUT046",1795.98153424943
"DRC01","OUT035",1012.56715672388
"FDQ04","OUT035",843.136244475058
"FDK04","OUT035",980.312296630104
"FDT51","OUT049",1767.63106627346
"FDV26","OUT017",2732.15688301477
"FDS04","OUT049",2377.38455278477
"FDW43","OUT018",3745.98863546357
"FDQ28","OUT010",398.752874776283
"NCK06","OUT017",2578.25591146324
"FDS23","OUT018",1943.82087303751
"FDZ36","OUT019",1002.04910594643
"FDE56","OUT018",893.219233287672
"FDW10","OUT027",4702.49871075602
"NCN14","OUT045",2962.34083128273
"NCQ18","OUT045",2006.48132184724
"FDW08","OUT017",1952.26720833187
"FDU43","OUT035",3625.69745927707
"FDR33","OUT010",334.463343693367
"FDM24","OUT010",576.661620054109
"NCZ05","OUT046",2013.32568843872
"NCV41","OUT035",1713.51943012343
"FDV11","OUT018",3397.38907712062
"NCY05","OUT035",1257.18717459657
"FDV44","OUT018",3235.94226552404
"FDW32","OUT049",1472.96508042912
"NCU18","OUT027",3205.29621593505
"NCC43","OUT035",4099.95946028525
"FDW19","OUT013",2088.59834039377
"FDN31","OUT035",3000.95546749316
"FDI48","OUT045",990.723686386476
"FDS24","OUT017",1292.53053660454
"FDF46","OUT049",1798.3105675166
"DRG23","OUT017",2237.24819692069
"FDG14","OUT018",2344.68859775418
"NCY30","OUT049",2667.93746424652
"FDO28","OUT018",1614.8647873643
"DRD24","OUT035",1720.26131185491
"FDI33","OUT049",1887.51437447162
"FDN32","OUT046",3041.38718675649
"FDR16","OUT045",4371.59909484391
"FDF26","OUT046",2446.56380765873
"NCN29","OUT018",545.975272921346
"FDE20","OUT045",3299.48174985909
"FDA46","OUT046",3530.00656273519
"FDU28","OUT045",2484.03822216265
"FDQ48","OUT045",1814.89436118292
"FDV36","OUT013",1537.39352436668
"FDR14","OUT018",653.254279456762
"FDP23","OUT017",4032.99939331315
"FDP56","OUT013",914.422570967145
"FDK48","OUT010",243.000599023958
"FDR48","OUT046",1903.61102958483
"NCY29","OUT049",1511.70378929448
"FDM22","OUT018",615.074419367616
"DRJ01","OUT013",3118.74447360356
"FDZ43","OUT045",3906.37784687971
"FDV03","OUT035",2300.42399574016
"FDX11","OUT027",3466.93347763401
"NCA41","OUT027",4207.71033434146
"FDE38","OUT017",2468.93314227729
"FDI27","OUT018",849.801694043178
"FDN32","OUT013",3703.31446950413
"NCN43","OUT017",2390.77803505048
"FDB47","OUT027",5429.55822218225
"FDV03","OUT017",1878.1915863497
"NCN30","OUT045",1207.62229122006
"NCV54","OUT010",11.4091926170331
"FDV07","OUT013",2100.3849472773
"FDP07","OUT049",2819.56056586261
"FDK48","OUT018",1180.97505552368
"FDM15","OUT019",583.004734218057
"FDY19","OUT027",2764.79828102012
"FDK46","OUT046",4171.30356341211
"FDY11","OUT045",829.241661701314
"FDH09","OUT046",1162.81015912415
"FDO08","OUT027",4412.66279706865
"FDU14","OUT013",4412.78646634361
"FDD22","OUT027",3283.5996759641
"FDM27","OUT017",2973.55047383322
"FDL02","OUT027",2697.94242719761
"NCA17","OUT035",2486.51176983975
"FDE38","OUT019",706.694513936771
"NCG07","OUT049",3545.22655602906
"DRC27","OUT013",2807.16137898329
"FDA27","OUT035",3151.31659082483
"FDW40","OUT045",2319.09690909532
"DRI11","OUT013",1930.37443239145
"FDN50","OUT046",1297.81144234458
"FDR12","OUT046",3786.87538983427
"FDT34","OUT027",2559.69308885635
"FDW11","OUT035",1261.6187956399
"NCO30","OUT027",5032.12649920058
"FDZ34","OUT017",2722.86236292067
"FDU45","OUT017",2423.64371503761
"NCD42","OUT035",1011.10237877985
"FDX25","OUT045",2581.83038877901
